brand,year,fuel,transmission,km_driven,owner,mileage,engine,age,price
Hyundai,2016,Petrol,Manual,115315,First,14.0,740,10,78694.43
BMW,2020,Petrol,Automatic,77195,First,17.7,1080,6,1328623.35
Audi,2015,Petrol,Manual,126841,Second,20.2,1670,11,513364.46
Maruti,2020,Petrol,Automatic,73127,Second,18.5,1317,6,161155.26
MG,2021,CNG,Automatic,53757,First,14.8,1490,5,384809.53
Hyundai,2025,CNG,Manual,18743,Third,16.1,1443,1,313167.91
Hyundai,2011,Diesel,Manual,184710,Second,16.7,1261,15,36071.04
Maruti,2007,Petrol,Manual,221072,Second,17.1,1262,19,35000.0
Honda,2005,Petrol,Automatic,256876,Second,15.5,1005,21,35000.0
Mahindra,2012,Electric,Manual,164275,First,22.3,2012,14,81392.83
Maruti,2015,Petrol,Automatic,128044,Second,20.3,1398,11,67207.29
Maruti,2013,Petrol,Manual,164894,First,15.8,1299,13,35000.0
Tata,2025,Petrol,Manual,8928,First,18.9,1025,1,429945.74
Toyota,2017,Electric,Automatic,108296,Second,17.1,1700,9,211918.26
Skoda,2007,Electric,Automatic,239768,Second,19.2,1733,19,50405.76
Maruti,2013,Diesel,Automatic,143931,First,10.9,915,13,43218.15
Honda,2010,Petrol,Manual,177041,First,15.1,1273,16,36012.57
Volkswagen,2023,Diesel,Automatic,25424,First,17.1,1368,3,597597.96
Maruti,2023,Petrol,Automatic,31823,Third,21.2,1520,3,268267.75
Maruti,2018,Diesel,Manual,113488,Third,12.3,1473,8,63709.55
Audi,2005,Petrol,Manual,236027,Third,20.8,1200,21,77582.53
Maruti,2007,Electric,Manual,226394,Second,18.5,1313,19,35000.0
Mahindra,2017,Diesel,Manual,113089,Third,19.9,1051,9,105708.71
Maruti,2020,Petrol,Manual,81313,First,18.8,1215,6,158353.47
Ford,2015,Petrol,Manual,132504,First,18.8,1289,11,72546.57
Tata,2022,CNG,Manual,51835,Second,18.8,1437,4,216379.7
Kia,2005,LPG,Manual,256444,Test Drive,15.5,922,21,35000.0
Volkswagen,2024,Diesel,Automatic,23306,First,10.4,1394,2,605656.59
Honda,2008,Petrol,Manual,217900,Second,17.0,663,18,35000.0
Maruti,2013,LPG,Manual,159766,First,9.8,1102,13,35000.0
Maruti,2024,Diesel,Manual,30888,First,19.3,1478,2,407302.06
Hyundai,2008,Diesel,Manual,214877,Second,17.1,1810,18,35000.0
Honda,2007,Petrol,Automatic,236632,First,24.1,1311,19,35000.0
Toyota,2021,Diesel,Automatic,71915,First,20.7,600,5,353892.0
Audi,2025,Petrol,Manual,10640,First,13.1,1609,1,3339137.7
Honda,2016,Diesel,Automatic,121209,First,23.3,644,10,137319.75
Skoda,2012,LPG,Manual,173723,First,20.4,1046,14,49556.29
Toyota,2018,Petrol,Manual,98155,First,13.8,1383,8,185412.63
Maruti,2024,CNG,Manual,18174,First,18.7,818,2,260691.45
Maruti,2025,Diesel,Manual,9076,First,21.8,1015,1,433822.61
Tata,2020,Petrol,Manual,83474,First,24.0,1595,6,213206.7
Toyota,2021,CNG,Automatic,57495,First,21.0,1432,5,388016.68
Maruti,2005,Diesel,Automatic,262254,First,15.5,646,21,35000.0
Maruti,2015,Diesel,Automatic,125000,First,16.7,1587,11,72309.49
Maruti,2007,CNG,Automatic,206022,First,24.5,1415,19,35000.0
Toyota,2012,CNG,Manual,165513,Fourth,20.1,1570,14,37789.96
Maruti,2021,Diesel,Automatic,71349,First,8.1,1662,5,206033.71
Toyota,2015,Petrol,Automatic,131308,First,20.9,2064,11,134218.2
Audi,2005,Diesel,Automatic,258979,Second,12.5,1457,21,127134.43
Hyundai,2008,Petrol,Manual,213228,First,19.9,1510,18,35000.0
Hyundai,2009,Diesel,Automatic,201804,Second,15.1,1508,17,35000.0
Maruti,2005,CNG,Manual,266604,First,19.0,1132,21,35000.0
Renault,2025,Diesel,Manual,13702,Third,20.6,1290,1,339276.86
Chevrolet,2005,Petrol,Automatic,253850,First,14.6,1217,21,35000.0
Toyota,2019,Petrol,Automatic,86207,First,20.3,1435,7,277531.82
Hyundai,2022,Electric,Manual,34890,Test Drive,16.6,1628,4,399444.54
Maruti,2022,Petrol,Automatic,48728,First,19.9,1237,4,272906.3
Skoda,2005,Diesel,Manual,248239,First,19.6,1123,21,35000.0
Volkswagen,2017,Petrol,Manual,101806,Third,19.4,806,9,113951.4
Renault,2026,Diesel,Manual,18512,First,26.0,1928,0,594118.51
Honda,2011,Petrol,Automatic,180744,Second,22.1,1672,15,45491.59
Maruti,2022,Electric,Manual,51353,Second,16.7,1220,4,257761.51
Maruti,2009,Diesel,Manual,201029,First,21.2,1370,17,35000.0
Toyota,2005,Diesel,Automatic,268553,Second,24.9,1419,21,35000.0
Renault,2009,Petrol,Manual,201707,First,20.6,940,17,35000.0
Toyota,2021,Petrol,Automatic,61470,Third,18.9,1527,5,305667.73
Kia,2019,Petrol,Manual,65887,First,17.8,1051,7,243176.61
Skoda,2012,LPG,Manual,173569,Second,17.1,1511,14,44996.91
Renault,2016,Diesel,Manual,127457,Second,13.0,750,10,63889.37
Mahindra,2020,Petrol,Automatic,81012,First,25.3,1132,6,270635.83
Volkswagen,2006,CNG,Automatic,240170,Second,13.4,1303,20,35000.0
Hyundai,2009,Petrol,Manual,202383,First,19.2,1370,17,35000.0
Toyota,2018,Petrol,Manual,98633,First,19.0,929,8,186866.12
Hyundai,2024,Diesel,Automatic,22193,First,15.6,998,2,465811.41
Ford,2018,Petrol,Automatic,99923,First,19.0,1523,8,159259.61
Maruti,2013,Diesel,Manual,158773,First,16.8,1662,13,44281.86
MG,2014,Petrol,Automatic,151877,First,21.9,976,12,105133.72
Tata,2016,Diesel,Manual,102419,First,15.8,1682,10,132619.1
Maruti,2015,Petrol,Manual,124601,First,16.3,1438,11,64638.35
Honda,2017,Petrol,Automatic,102342,Second,20.6,1219,9,120155.55
Toyota,2021,Electric,Automatic,65415,First,16.5,1274,5,483626.55
Maruti,2013,Petrol,Manual,157534,Second,21.9,1319,13,40733.05
Toyota,2020,Petrol,Manual,81985,First,16.6,1606,6,302791.64
Ford,2016,LPG,Manual,114717,Third,13.8,1250,10,61252.85
Hyundai,2013,Petrol,Manual,178208,Second,17.0,1684,13,41153.16
Chevrolet,2016,Diesel,Manual,127614,First,19.9,1028,10,74646.71
Honda,2007,Petrol,Manual,240183,First,18.6,1497,19,35000.0
Honda,2024,Petrol,Manual,10717,First,20.3,1657,2,532715.5
Renault,2008,Diesel,Manual,196524,First,14.7,1590,18,35000.0
Skoda,2025,Diesel,Automatic,15957,First,18.6,1742,1,1067399.97
Toyota,2014,CNG,Manual,146055,First,25.7,1685,12,102301.52
Renault,2024,Petrol,Automatic,16262,Second,14.2,907,2,374222.29
BMW,2022,Petrol,Manual,33810,First,14.1,1044,4,1759891.09
Chevrolet,2011,Diesel,Manual,187980,Second,16.4,1093,15,35000.0
Maruti,2011,Petrol,Automatic,175750,Second,21.8,1397,15,35000.0
Skoda,2023,Diesel,Manual,32002,Second,13.8,1095,3,466313.66
Toyota,2018,Diesel,Manual,97388,Second,25.9,837,8,197129.94
Maruti,2025,Petrol,Manual,15997,Second,16.4,1128,1,303684.25
Maruti,2025,Petrol,Automatic,12499,First,14.9,1453,1,480586.09
Nissan,2009,Petrol,Automatic,197874,First,19.0,1415,17,35000.0
Mercedes,2022,Petrol,Automatic,60004,First,17.9,765,4,2479123.23
Ford,2023,Petrol,Manual,41495,First,20.0,1062,3,322624.47
Nissan,2010,Petrol,Automatic,194222,Second,16.0,1153,16,35000.0
Skoda,2026,Petrol,Manual,16754,Second,13.4,762,0,597039.65
Kia,2009,Petrol,Manual,198597,First,19.8,931,17,35511.44
Maruti,2006,Petrol,Automatic,241964,Second,14.7,1822,20,35000.0
Nissan,2007,Petrol,Manual,234430,Second,16.0,1107,19,35000.0
Hyundai,2008,Diesel,Manual,214969,Second,20.1,1531,18,35000.0
Hyundai,2017,Petrol,Manual,101724,First,20.5,1222,9,125106.24
Renault,2012,Petrol,Automatic,170142,Second,9.2,960,14,35000.0
Hyundai,2005,Petrol,Manual,257530,First,25.2,1176,21,35000.0
Skoda,2019,Petrol,Manual,72345,First,22.1,1748,7,321011.43
Mahindra,2025,Diesel,Automatic,14042,Second,20.2,1985,1,719740.23
MG,2022,Diesel,Automatic,50749,Second,13.1,1345,4,485095.74
Hyundai,2020,Petrol,Manual,82782,Third,12.5,1158,6,133371.21
Volkswagen,2011,CNG,Manual,188688,Second,21.7,1304,15,43326.17
Maruti,2017,Petrol,Automatic,121908,First,18.9,600,9,99796.33
Kia,2024,Petrol,Manual,16892,Third,15.7,1106,2,345849.45
Honda,2017,Electric,Automatic,111144,Second,20.4,1267,9,158867.19
Toyota,2006,Petrol,Automatic,236317,Second,8.6,869,20,35000.0
Volkswagen,2022,Diesel,Automatic,47894,Third,13.7,1046,4,337810.76
Hyundai,2006,Diesel,Manual,236778,First,23.9,852,20,35000.0
Toyota,2018,CNG,Manual,99038,Third,21.3,1667,8,147432.82
Ford,2007,Petrol,Manual,229318,First,13.0,1080,19,35000.0
Honda,2008,Diesel,Manual,204419,Third,14.7,1019,18,35000.0
Toyota,2019,Petrol,Manual,76136,Third,17.8,1046,7,179070.76
Hyundai,2026,Petrol,Automatic,1219,First,19.2,1268,0,683114.96
Renault,2019,Electric,Manual,83273,First,15.4,1619,7,193576.99
Kia,2010,Petrol,Automatic,184062,First,15.4,822,16,42329.76
Toyota,2017,Petrol,Manual,108828,Second,18.3,1362,9,130656.76
Hyundai,2011,Petrol,Automatic,160438,Second,24.7,726,15,35000.0
Maruti,2015,Petrol,Manual,125627,Second,16.4,1194,11,51381.98
Audi,2023,CNG,Manual,30884,Third,22.8,1402,3,1703598.21
Toyota,2021,Petrol,Manual,51909,First,20.6,1101,5,351768.36
Mahindra,2010,Petrol,Manual,199787,First,14.1,953,16,42361.31
Honda,2023,Petrol,Manual,46774,First,20.6,1297,3,387636.65
Volvo,2026,Diesel,Manual,14247,Third,20.5,1707,0,2430272.14
Maruti,2019,Petrol,Manual,87553,First,17.3,1518,7,125770.32
Mahindra,2016,Petrol,Manual,119547,Third,18.5,1191,10,73033.64
Hyundai,2015,Petrol,Manual,130539,Second,22.6,1286,11,70492.57
Mahindra,2006,Diesel,Manual,227366,Second,12.1,1504,20,35000.0
Maruti,2026,Diesel,Manual,15843,Second,13.9,611,0,349477.56
Toyota,2009,Petrol,Automatic,214579,First,17.8,694,17,43222.19
Honda,2026,Petrol,Automatic,18944,Second,17.6,1192,0,670509.09
Tata,2021,Petrol,Automatic,59708,Second,18.7,1091,5,206801.44
Ford,2006,Petrol,Automatic,240781,Test Drive,15.9,646,20,35000.0
Hyundai,2026,Petrol,Manual,6975,Third,17.8,1905,0,433560.9
Volkswagen,2021,Petrol,Manual,45343,Second,16.6,885,5,269548.33
Toyota,2008,Petrol,Manual,220964,First,22.6,984,18,35000.0
Toyota,2014,Petrol,Manual,145721,First,24.9,1389,12,106118.64
Maruti,2009,Petrol,Automatic,213791,Fourth,18.6,1192,17,35000.0
Tata,2023,Petrol,Manual,33778,First,16.8,1240,3,327680.93
Maruti,2007,Diesel,Manual,227715,Second,17.5,1316,19,35000.0
Tata,2025,Petrol,Automatic,500,First,17.1,915,1,463600.7
Audi,2007,Diesel,Manual,226407,First,24.4,1596,19,189728.82
Maruti,2021,Petrol,Manual,63052,First,25.0,878,5,208883.33
Tata,2023,Petrol,Manual,22155,First,25.0,970,3,345338.38
BMW,2022,Diesel,Manual,38649,First,17.9,781,4,1898287.57
Hyundai,2010,Petrol,Automatic,196094,First,19.7,943,16,36097.43
Maruti,2010,Petrol,Manual,185138,Second,19.8,922,16,35000.0
Maruti,2013,Petrol,Automatic,151820,First,13.6,1519,13,47052.18
Renault,2024,Petrol,Manual,19245,First,22.8,1762,2,428056.23
Toyota,2016,Petrol,Manual,110961,Third,23.2,1099,10,112547.17
Renault,2015,Diesel,Manual,110583,First,17.5,1580,11,84450.12
Hyundai,2006,Petrol,Manual,235434,Second,18.9,1148,20,35000.0
Hyundai,2013,Diesel,Automatic,156944,First,21.3,873,13,63802.15
Toyota,2020,Petrol,Manual,76380,Second,13.1,635,6,209733.74
Hyundai,2010,LPG,Manual,176330,Second,11.8,1569,16,35000.0
Jeep,2026,Petrol,Manual,8939,First,16.5,1361,0,1196417.33
Tata,2017,Petrol,Manual,116135,First,14.2,1167,9,91711.4
Toyota,2011,Diesel,Manual,184036,Third,16.0,1615,15,41907.5
Honda,2009,Diesel,Automatic,213593,Fourth,14.6,1534,17,35000.0
Hyundai,2015,Petrol,Manual,149153,Second,19.1,1071,11,54915.09
Maruti,2005,Electric,Manual,253918,First,25.8,1319,21,35000.0
Mahindra,2021,CNG,Manual,67440,First,17.1,1684,5,256405.4
Hyundai,2016,Petrol,Manual,131180,Second,16.4,1846,10,69664.53
Nissan,2010,Petrol,Manual,187771,Third,16.6,1397,16,35000.0
Tata,2024,Petrol,Manual,37662,Second,22.3,1416,2,310216.6
Jeep,2022,Diesel,Manual,38893,First,19.7,1431,4,653287.48
Maruti,2012,Petrol,Automatic,173358,First,19.6,1325,14,41198.35
Hyundai,2019,Diesel,Manual,89443,Second,24.9,1184,7,153131.73
Tata,2024,Petrol,Manual,12838,First,13.7,1264,2,358427.13
BMW,2009,Petrol,Automatic,192712,Fourth,19.0,1049,17,116002.2
Renault,2021,Diesel,Manual,66993,Second,15.2,1114,5,183533.51
Honda,2011,Petrol,Manual,171549,Test Drive,23.2,1665,15,55429.61
Hyundai,2022,Petrol,Manual,41603,First,15.7,904,4,294571.57
Maruti,2013,Diesel,Manual,165346,First,12.9,1708,13,37577.12
Maruti,2016,Petrol,Manual,111612,Second,15.1,1770,10,72369.02
Hyundai,2020,Petrol,Manual,70640,First,12.3,1633,6,199818.16
Maruti,2013,Petrol,Manual,163071,Fourth,20.7,1402,13,35000.0
Honda,2016,Diesel,Manual,129867,First,16.8,1510,10,118575.24
Tata,2007,Petrol,Manual,236828,First,14.7,1289,19,35000.0
Hyundai,2014,Diesel,Manual,158637,First,15.0,806,12,59123.67
BMW,2017,Diesel,Automatic,100412,Second,11.5,1434,9,685654.35
Kia,2006,Petrol,Manual,249166,First,15.5,1289,20,35000.0
Maruti,2016,Petrol,Manual,122346,First,18.0,1477,10,76730.79
Hyundai,2024,Petrol,Manual,25636,Third,18.9,1860,2,319797.34
Kia,2013,Petrol,Manual,143796,First,17.2,1367,13,66218.35
Maruti,2018,Petrol,Manual,85507,Third,26.1,1288,8,96413.19
Hyundai,2022,Petrol,Manual,55949,Fourth,12.5,1000,4,147467.85
Hyundai,2007,Diesel,Automatic,239464,First,16.6,899,19,35000.0
Hyundai,2005,Diesel,Manual,253474,Second,10.2,1057,21,35000.0
Volkswagen,2026,Petrol,Automatic,12128,Second,19.4,1560,0,713712.63
Jeep,2019,Diesel,Manual,95505,First,14.4,2192,7,377178.96
Renault,2008,Petrol,Manual,193625,Second,28.0,1325,18,35000.0
Honda,2024,Diesel,Manual,23841,First,22.8,1334,2,606281.07
Audi,2024,Petrol,Manual,22186,First,20.1,1320,2,2970566.26
Chevrolet,2022,Petrol,Manual,65883,First,12.0,1470,4,214244.95
Hyundai,2023,Petrol,Manual,33829,First,17.8,1186,3,361287.97
Volkswagen,2017,Petrol,Automatic,99363,First,16.1,1341,9,187348.29
Mercedes,2019,Diesel,Manual,83061,First,17.7,1391,7,1449615.82
Tata,2011,Petrol,Manual,186786,First,16.3,828,15,35000.0
Hyundai,2014,LPG,Automatic,152991,First,19.6,1764,12,66237.61
Maruti,2008,Diesel,Automatic,222255,First,19.8,1328,18,35000.0
Skoda,2025,Diesel,Manual,20920,First,20.3,2137,1,846561.16
Maruti,2021,Diesel,Manual,57569,First,21.2,600,5,198484.3
Volkswagen,2018,Petrol,Manual,97602,Fourth,17.9,1475,8,124852.48
Maruti,2019,Petrol,Manual,82867,First,16.9,1498,7,138186.71
Hyundai,2020,Petrol,Manual,86467,First,23.4,938,6,188590.15
Tata,2011,Diesel,Automatic,194981,First,16.3,1419,15,36241.23
Hyundai,2008,CNG,Manual,216155,First,19.9,1199,18,35000.0
Hyundai,2012,Petrol,Manual,159676,First,21.6,1511,14,39970.8
Toyota,2020,Petrol,Manual,64929,Third,16.2,1073,6,208298.86
BMW,2019,Petrol,Manual,89784,First,21.0,1045,7,1051645.14
Kia,2011,Petrol,Manual,176327,Fourth,16.9,1417,15,35000.0
Hyundai,2026,Petrol,Automatic,19935,First,14.0,1081,0,546906.87
Volkswagen,2011,Diesel,Automatic,182081,Third,20.9,1384,15,41971.73
Renault,2005,Petrol,Automatic,237386,Second,8.9,969,21,35000.0
Jeep,2016,Diesel,Manual,109513,Second,26.4,1956,10,279537.2
Skoda,2005,Diesel,Manual,246793,First,13.6,1200,21,35000.0
Toyota,2016,Petrol,Automatic,121668,Second,19.5,944,10,135866.51
Renault,2025,Diesel,Manual,16757,Second,18.3,1278,1,373177.08
Maruti,2005,Petrol,Manual,241660,First,15.9,1469,21,35000.0
Maruti,2005,Diesel,Manual,263161,First,12.5,1879,21,35000.0
Hyundai,2016,Petrol,Automatic,127731,First,15.2,1282,10,103622.3
Renault,2007,Petrol,Manual,210797,Third,15.0,1592,19,35000.0
Hyundai,2006,Petrol,Manual,239181,Second,18.5,822,20,35000.0
Maruti,2016,CNG,Manual,115221,Third,16.4,1404,10,54979.09
BMW,2007,Diesel,Automatic,221958,Second,21.8,861,19,149420.27
Kia,2006,Petrol,Automatic,252690,First,14.1,1366,20,35000.0
Maruti,2013,Petrol,Manual,157012,Second,18.0,1522,13,35000.0
Skoda,2023,CNG,Automatic,50779,Second,20.2,1481,3,457735.03
Maruti,2010,Petrol,Manual,190447,First,10.9,760,16,35000.0
Ford,2015,Diesel,Automatic,132667,First,13.7,1404,11,96293.02
Hyundai,2019,Diesel,Manual,83602,First,17.5,1412,7,187274.63
Toyota,2014,Diesel,Manual,160485,First,16.5,1401,12,92158.6
Honda,2017,Diesel,Manual,110900,Second,13.1,1230,9,125319.41
Honda,2013,Diesel,Manual,154314,First,14.2,1905,13,63610.0
Maruti,2025,Petrol,Automatic,16180,First,14.9,600,1,387609.53
Maruti,2019,CNG,Manual,84417,Second,13.4,1011,7,91174.8
Tata,2025,Petrol,Automatic,12809,First,16.2,1439,1,531177.41
Mahindra,2012,Diesel,Manual,165866,First,20.3,973,14,55307.3
Toyota,2025,Petrol,Automatic,19856,First,19.9,792,1,727154.1
Mercedes,2020,Petrol,Automatic,65178,Second,15.3,1141,6,1421301.35
Hyundai,2019,Petrol,Manual,77839,Third,18.2,879,7,116841.54
Toyota,2007,Petrol,Manual,238666,Second,11.7,1246,19,35000.0
Maruti,2015,Petrol,Manual,123142,First,19.6,769,11,64667.5
Tata,2026,Petrol,Manual,13937,Fourth,15.6,1425,0,343498.31
Mercedes,2005,Diesel,Manual,244913,First,18.0,1803,21,156386.96
Toyota,2024,Diesel,Manual,34206,Second,16.9,1553,2,517638.47
Kia,2011,Diesel,Manual,182287,Second,20.1,1268,15,44563.5
Skoda,2013,Petrol,Manual,145431,Third,26.1,1487,13,67004.35
Skoda,2015,Diesel,Manual,121182,Second,24.2,1615,11,127082.33
Maruti,2023,Petrol,Manual,39866,Fourth,15.2,916,3,157785.3
Hyundai,2009,Petrol,Manual,202419,Third,17.9,2131,17,35000.0
Maruti,2023,Electric,Automatic,30566,Second,16.2,600,3,328808.77
Maruti,2007,Petrol,Manual,239088,First,22.8,1289,19,35000.0
Hyundai,2011,Diesel,Manual,189747,First,16.4,1441,15,39471.05
BMW,2022,Petrol,Manual,55405,Third,13.5,1430,4,1270683.06
Hyundai,2009,Diesel,Manual,197534,First,14.4,1217,17,35000.0
Hyundai,2008,Diesel,Automatic,217980,Second,17.8,1752,18,35000.0
Hyundai,2024,Petrol,Manual,28939,First,16.7,1367,2,414141.74
Hyundai,2023,Petrol,Automatic,39965,Test Drive,18.5,1329,3,412657.96
Ford,2008,Diesel,Automatic,230033,First,22.2,1278,18,35000.0
Hyundai,2018,Petrol,Manual,103537,First,16.4,995,8,128129.89
Honda,2026,Petrol,Manual,27067,Fourth,21.5,1538,0,398489.95
Tata,2005,Diesel,Manual,262331,First,13.1,874,21,35000.0
Tata,2019,Diesel,Manual,78942,First,23.1,1559,7,193066.27
Honda,2014,Petrol,Automatic,149525,First,8.8,1478,12,84143.53
Tata,2019,Petrol,Automatic,92967,Second,14.5,1419,7,164682.61
Hyundai,2019,Diesel,Manual,80218,First,12.4,1116,7,174559.47
Ford,2010,Diesel,Manual,187490,Second,19.4,1545,16,35000.0
Kia,2023,Petrol,Manual,39827,Fourth,16.3,1460,3,261133.63
Mahindra,2011,Petrol,Manual,171737,First,16.2,1532,15,49991.45
Honda,2023,LPG,Manual,25638,First,23.4,1943,3,352415.15
Maruti,2020,Petrol,Manual,80180,First,19.6,1661,6,158323.91
Maruti,2014,Petrol,Manual,140251,Third,15.5,1183,12,36675.65
Tata,2025,Petrol,Manual,28869,First,23.5,1190,1,436218.89
Honda,2015,Petrol,Manual,128810,First,22.3,1246,11,95560.96
Mahindra,2025,Petrol,Manual,14452,Second,21.9,1742,1,590364.73
Mahindra,2017,Electric,Manual,101120,First,17.6,1550,9,200270.82
Honda,2016,Diesel,Manual,124272,Second,19.8,885,10,98298.48
Mahindra,2023,Petrol,Manual,36407,Second,21.5,787,3,349228.36
Skoda,2016,Petrol,Manual,115620,First,11.4,1204,10,134073.19
Skoda,2011,Petrol,Manual,175449,First,19.7,1332,15,59092.19
Honda,2018,Petrol,Manual,111561,First,20.6,1630,8,143243.13
Honda,2011,Diesel,Manual,175004,Second,18.8,1239,15,42802.39
Mahindra,2022,Petrol,Manual,52439,First,18.0,600,4,326473.27
Toyota,2011,Petrol,Manual,172630,First,12.7,1414,15,52028.01
Audi,2005,Diesel,Automatic,244043,Second,15.4,1225,21,128005.24
Tata,2020,Electric,Manual,77424,First,22.0,1445,6,284955.91
Volvo,2021,Petrol,Manual,55432,First,23.5,1637,5,1216518.87
Honda,2007,Petrol,Manual,212227,First,19.8,1682,19,35000.0
MG,2020,CNG,Manual,77695,First,15.5,766,6,254812.61
Nissan,2020,Diesel,Automatic,63470,First,19.9,1662,6,304321.65
Honda,2010,Petrol,Automatic,182783,First,19.1,1971,16,53316.77
Skoda,2012,Petrol,Manual,169237,Second,18.7,656,14,49814.21
Mercedes,2016,Petrol,Manual,123512,Second,11.3,983,10,506123.89
Volkswagen,2018,Diesel,Automatic,105043,First,15.4,1598,8,249726.77
Volkswagen,2012,Petrol,Manual,187887,First,19.0,1701,14,59750.99
Hyundai,2025,Diesel,Manual,20842,First,10.7,1173,1,491295.25
Mahindra,2014,Diesel,Manual,142822,Second,25.5,1075,12,69500.17
Mahindra,2008,CNG,Manual,215741,Third,19.2,1019,18,35000.0
Mahindra,2017,Petrol,Automatic,99721,Second,15.9,1169,9,169474.89
Volkswagen,2013,Diesel,Automatic,161523,Second,17.3,1947,13,79784.2
Hyundai,2020,Petrol,Automatic,66197,First,19.6,1515,6,253625.2
Maruti,2015,Petrol,Automatic,123144,Fourth,11.2,996,11,41015.94
Volvo,2023,Diesel,Manual,35075,First,14.6,1982,3,1965566.12
Honda,2008,Petrol,Manual,220915,Second,21.9,1319,18,35000.0
Volkswagen,2012,Petrol,Manual,172035,First,20.0,1586,14,63802.11
Honda,2013,Diesel,Manual,148400,Fourth,26.1,1028,13,46728.37
Hyundai,2012,Petrol,Automatic,157693,First,12.2,1705,14,56457.76
Maruti,2016,CNG,Manual,118691,Second,20.1,861,10,51584.55
Tata,2015,Petrol,Manual,147178,Second,19.8,790,11,52466.77
Maruti,2014,Diesel,Manual,145338,First,8.8,1187,12,51244.68
Maruti,2019,Petrol,Manual,85485,First,13.9,1263,7,123103.02
Kia,2021,Petrol,Manual,61786,Third,16.9,1310,5,221474.63
Hyundai,2019,Petrol,Manual,85385,First,16.5,1824,7,205178.94
Ford,2020,Petrol,Manual,85905,Second,20.7,1411,6,181872.67
Ford,2006,Petrol,Automatic,249638,First,20.7,1234,20,35000.0
Hyundai,2019,Petrol,Manual,84369,First,17.3,1294,7,154183.04
BMW,2009,Petrol,Manual,203289,Second,18.2,1302,17,173962.58
BMW,2013,Petrol,Manual,151510,First,26.6,1031,13,298240.05
Maruti,2010,Electric,Automatic,192282,First,9.8,1718,16,35000.0
Volkswagen,2024,Petrol,Manual,21108,First,16.1,1444,2,586634.24
Hyundai,2010,Petrol,Manual,195279,First,26.1,1215,16,35000.0
Maruti,2007,Electric,Manual,223790,Test Drive,18.7,2038,19,35000.0
Maruti,2019,LPG,Manual,84827,Third,16.8,1708,7,79105.13
Kia,2014,Diesel,Automatic,144666,Third,17.4,1602,12,78736.07
Toyota,2014,Petrol,Manual,153202,Fourth,19.1,2050,12,55324.89
Tata,2011,Petrol,Manual,182748,Second,17.8,1028,15,35000.0
Mahindra,2024,Petrol,Automatic,15274,Second,16.0,1894,2,503006.77
Toyota,2023,Diesel,Manual,35850,First,16.7,865,3,468554.26
Tata,2006,CNG,Manual,243531,First,21.5,1335,20,35000.0
Toyota,2009,Petrol,Automatic,215583,Second,20.2,1912,17,45395.67
Toyota,2019,Petrol,Manual,68019,First,10.7,1391,7,262839.36
Mercedes,2012,Petrol,Automatic,171395,First,21.6,1604,14,365609.78
Jeep,2019,Petrol,Manual,84647,First,22.4,1754,7,352095.38
MG,2019,Petrol,Manual,91144,Second,21.5,1193,7,241709.14
Mahindra,2010,CNG,Manual,186056,First,26.9,987,16,40319.78
Tata,2007,Diesel,Manual,232294,Second,15.8,1909,19,35000.0
Maruti,2019,Petrol,Manual,82194,Third,14.7,1006,7,104908.21
Tata,2026,CNG,Automatic,3243,First,17.9,1286,0,522693.24
Ford,2019,Petrol,Manual,86212,Second,26.9,1766,7,185719.55
Maruti,2010,CNG,Manual,189253,Second,20.9,1469,16,35000.0
Tata,2025,CNG,Manual,5988,Third,19.0,1266,1,292861.34
Maruti,2024,Diesel,Manual,27790,Second,22.8,1395,2,313872.36
Tata,2012,CNG,Manual,170523,Second,17.1,1267,14,35000.0
Maruti,2025,Diesel,Automatic,9133,Second,16.1,1298,1,448159.26
Maruti,2008,Petrol,Automatic,219212,First,18.6,1506,18,35000.0
Toyota,2010,Petrol,Manual,188409,Second,21.5,1386,16,52283.7
Maruti,2019,Electric,Manual,84296,First,18.4,1303,7,189259.29
MG,2022,Petrol,Automatic,56503,First,15.5,1660,4,464265.88
Kia,2005,Diesel,Manual,251383,Second,16.4,1261,21,35000.0
Hyundai,2007,Diesel,Automatic,225665,Fourth,23.5,1490,19,35000.0
Maruti,2018,Petrol,Automatic,102411,Second,19.3,1255,8,104800.21
Maruti,2012,Petrol,Manual,162249,Second,19.1,1772,14,35000.0
Tata,2024,Diesel,Manual,19573,Second,19.5,1223,2,373916.02
BMW,2012,Petrol,Automatic,159826,Third,18.9,840,14,235565.54
Mahindra,2011,Petrol,Manual,167504,First,20.0,1019,15,47399.48
Toyota,2022,Petrol,Automatic,50065,First,19.3,1104,4,428156.09
Renault,2020,Diesel,Manual,84991,Third,17.1,1019,6,116856.21
Hyundai,2020,Diesel,Automatic,66135,First,13.7,714,6,222900.97
Ford,2023,Diesel,Manual,35043,First,29.2,1610,3,449681.58
BMW,2006,Petrol,Automatic,236956,Second,15.0,957,20,121716.48
Ford,2026,CNG,Automatic,5185,Second,21.9,1097,0,484577.22
Audi,2008,Petrol,Automatic,215059,Third,26.5,1295,18,160773.57
Honda,2007,CNG,Manual,211131,First,20.1,922,19,35000.0
Tata,2005,Petrol,Automatic,240141,First,22.4,731,21,35000.0
Ford,2015,Petrol,Manual,128796,Second,19.2,1555,11,65233.97
Maruti,2026,Diesel,Manual,5172,First,17.8,1161,0,449006.87
